index,text
D93,"['did', 'adidas', 'ever', 'withdrawn', 'their', 'collaboration', 'with', 'balenciaga', 'after', 'the', 'pedophile', 'scandal', 'no', 'did', 'they', 'betray', 'persecute', 'and', 'steal', 'from', 'kanye', 'for', 'saying', 'genocides', 'and', 'murderers', 'also', 'deserve', 'love', 'yes', 'for', 'adidasus', 'its', 'pedophiles', 'gt', 'christians', 'welcome', 'to', 'hell']"
D94,"['kanye', 'west', 'quote', 'of', 'the', 'day', '2024', 'kanye', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'https', 't', 'co', 'xwi3p0me24']"
D95,"['elonmusk', 'shefvaidya', 'twitter', 'verified', 'she', 's', 'a', 'rw', 'opportunist', 'but', 'her', 'cc', 'is', 'worth', 'investigating', 'but', 'kanye', 'was', 'a', 'total', 'ban', 'twitter', 'is', 'under', 'a', 'nazi', 'sympathiser']"
D96,"['yall', 'got', 'ta', 'chill', 'with', 'that', 'ye', 'nazi', 'thing', 'its', 'not', 'even', 'that', 'worse', 'ye', 'ye24', 'kanyewest', 'kanye']"
D97,"['the', 'sixers', 'have', 'been', 'a', 'little', 'tone', 'deaf', 'lately', 'new', 'stadium', 'in', 'chinatown', 'etc', 'so', 'a', 'little', 'advice', 'to', 'my', 'fave', 'team', 'maybe', 'don', 't', 'play', 'kanye', 'music', 'over', 'the', 'loudspeakers', 'during', 'your', 'jewish', 'heritage', 'hanukkah', 'celebration', 'night', 'yes', 'too', 'soon']"
D98,"['808beats', 'frequency', 'pitch', 'hiphop', 'beats', 'sound', 'ye', 'kanye', 'vibes', 'https', 't', 'co', 'olijsfmx4v']"
D99,"['they', 'do', 'all', 'this', 'just', 'so', 'they', 'wives', 'can', 'sell', 'face', 'cream', 'kanye', 'https', 't', 'co', 'mwtiprcmqb']"
D100,"['shooting', 'baby', 's', 'no', 'ifs', 'ands', 'or', 'maybe', 's', 'kanye', 'https', 't', 'co', 'ruwjzqfm9q']"
D101,"['when', 'the', 'elders', 'of', 'our', 'time', 'needed', 'to', 'find', 'a', 'president', 'by', 'any', 'means', 'necessary', 'kanye', 'https', 't', 'co', 'ehqzziz5g3']"
D102,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'twitter', 'viralvideo', 'kanyememe', 'memely', 'o', 'https', 't', 'co', '7hffngvrfc']"
D103,"['there', 'is', 'no', 'such', 'thing', 'as', 'a', 'president', 'anymore', 'kanye', 'https', 't', 'co', 'x7dswb82pd']"
D104,"['elon', 'blocks', 'me', 'and', 'laughs', 'with', 'his', 'friends', 'kanye', 'https', 't', 'co', 'aw09ip3xdv']"
D105,"['antisemitic', 'attacker', 'yells', 'kanye', '2024', 'in', 'central', 'park', 'assault', 'police', 'say', 'the', 'washington', 'post', 'https', 't', 'co', 's7t5tspcxn']"
D106,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'ayqn9u7tju']"
D107,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'dot3yhca78']"
D108,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'tgtfvzjs1p']"
D109,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'rujzsad1xo']"
D110,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'dvjbvg8me3']"
D111,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'mm2nd4r3wp']"
D112,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'yxfmhqytpz']"
D113,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'hhjnzxhwzp']"
D114,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'vkv8ohdfsq']"
D115,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'ffjru4nszh']"
D116,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'amjwsb2cyh']"
D117,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'oiao24sbew']"
D118,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'sqmhipqbzd']"
D119,"['kanye', 'west', 'reaction', 'to', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 't', 'co', 'ondrrjzuuo']"
D120,"['realdonaldtrump', 'you', 've', 'had', 'your', 'four', 'years', 'leave', 'it', 'to', 'kanye', 'at', 'this', 'point']"
D121,"['credit', 'to', 'andrew', 'knight', 'toohotforfacebook', 'memes', 'meme', 'shitpost', 'shitposts', 'shitposting', 'thesimpsons', 'globexcorporation', 'thesimpsonsmemes', 'simpsonsmemes', 'seinfeld', 'seinfeldmemes', 'kanye', 'kanyewest', 'hitlermemes', 'hitler', 'nazimemes', 'nazis', 'neinfeld', 'holocaust', 'holocaustmemes', 'https', 't', 'co', 'ybua1whx2k']"
D122,"['so', 'what', 'happened', 'to', 'kanye', 'did', 'he', 'just', 'fall', 'of', 'the', 'face', 'of', 'the', 'earth']"
D123,"['dophe1', 'sizwelo', 'kanye', 'is', 'the', 'black', 'trump', 'amp', 'things', 'really', 'are', 'different']"
D124,"['how', 'the', 'fake', 'media', 'brands', 'ie', 'balenciaga', 'ye', 'hip', 'hop', 'move', 'the', 'stocks', 'and', 'crypto', 'kanye', 'balenciagagate', 'crypto', 'stockmarket', 'simpsons', 'https', 't', 'co', '3hvfqq00b1']"
D125,"['pov', 'kanye', 'west', 'suspended', 'from', 'twitter', 'by', 'elon', 'musk', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'o', 'https', 't', 'co', 'gmsav5ohsw']"
D126,"['so', 'all', 'of', 'kimkardashian', 'exes', 'doing', 'fast', 'food', 'commercials', 'except', 'for', 'kanye']"
D127,"['props', 'to', 'kanye', 'for', 'standing', 'up', 'against', 'the', 'oppressive', 'company', 'owners', 'that', 'control', 'our', 'politicians']"
D128,"['why', 'is', 'greenblatt', 'not', 'suspended', 'or', 'canceled', 'for', 'this', 'comment', 'elonmusk', 'realdonaldtrump', 'kanyewest', 'kanye', 'https', 't', 'co', 'emnnmasq8x']"
D129,"['jay', 'z', 'encore', 'feat', 'kanye', 'west', 'john', 'legend', 'don', 'crawley', 'amp', 'leonard', 'har', 'https', 't', 'co', 'ymzbixzfxx', 'via', 'youtube', 'wdmv362radio', 'eastcoast', 'hip', 'hop', 'nyc', 'classics', 'jazy', 'x', 'kanye', 'x', 'johnlegend', 'theblackalbum19', 'hof']"
D130,"['of', 'course', 'who', 'else', 'would', 'one', 'choose', 'conspiracy', 'kanye', 'kanyewest', 'https', 't', 'co', 'ycrn4ho07z']"
D131,"['just', 'got', 'back', 'from', 'a', 'new', 'kanye', 'concert', 'kanye', 'https', 't', 'co', 'k6wpro2bgm']"
D132,"['elon', 'musk', 'when', 'he', 'see', 'kanye', 'west', 'is', 'breaking', 'his', 'rules', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', '2qzllrt6oc']"
D133,"['jp', 'sears', 'is', 'a', 'liar', 'and', 'thinks', 'lies', 'are', 'funny', 'his', 'girlfriend', 'pretends', 'to', 'excercise', 'for', 'money', 'conspiracy', 'joe', 'trump', 'black', 'kanye', 'kyrie', 'nsfwxroleplay', 'femboy', 'nsfwaccount', 'pyt', 'elonjet', 'losers', 'qatarworldcup', 'grantwahl', 'saudi', 'trump2024', 'ye24', 'arresttrumpnow', 'topg', 'antifa']"
D134,"['want', 'to', 'find', 'uncensored', 'information', 'https', 't', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 't', 'co', 'fdyiw4nsda']"
D135,"['kanye', 'west', 'x', 'mike', 'dean', 'type', 'beat', 'matrix', 'buy', '2', 'get', '2', 'free', 'kanye', 'ye', 'https', 't', 'co', 'k79li14w68', 'via', 'youtube']"
D136,"['take', 'that', 'that', 'way', 'kanye', 'https', 't', 'co', 'bd0dtnhrue']"
D137,"['well', 'kanye', 'https', 't', 'co', 'rjnygqxvdy']"
D138,"['mint', 'is', 'live', 'ye', 'x', 'trump', '2024', 'digital', 'trading', 'cards', '2', '024', 'supply', '1', 'free', 'per', 'wallet', 'rest', '0', '001ξ', 'max', '10', 'per', 'tx', 'website', 'https', 't', 'co', 'kx7ui8oxju', 'contract', 'https', 't', 'co', 'axh38wlelb', 'kanye', 'trump', 'yextrump', 'ye2024', 'trump2024', 'nfts', 'freemint', 'nft', 'eth', 'https', 't', 'co', 'omm8nlv2py']"
D139,"['am', 'i', 'reich', 'or', 'am', 'i', 'wrong', 'ye', 'kanye', 'kanyewest']"
D140,"['half', 'the', 'supply', 'minted', 'so', 'far', 'kanye', 'eth', 'nfts', 'freemint', 'trump', 'https', 't', 'co', 'bknbusua52']"
D141,"['post', 'elon', 's', 'real', 'time', 'location', 'it', 'is', 'public', 'information', 'he', 'does', 'not', 'want', 'you', 'to', 'access', 'public', 'information', 'elongoat', 'andrewtate', 'topg', 'missfrance', 'discord', 'twittertakeover', 'joe', 'trumpisdone', 'feet', 'femboy', 'missnordpasdecalais', 'podcastandchillwithmacg', 'samhyde', 'mde', 'chine', 'kanye']"
D142,"['so', 'a', 'guy', 'attacks', 'an', 'elderly', 'man', 'then', 'shouts', 'kanye2024', 'so', 'on', 'behalf', 'of', 'the', 'old', 'man', 'u', 'see', 'kanye', 'hit', 'that', 'bitch', 'for', 'the', 'jews', 'and', 'the', 'elderly', 'fkkanye']"
D143,"['imagine', 'if', 'the', 'world', 'took', 'your', 'mama', 'called', 'you', 'crazy', 'released', 'your', 'million', 'dollar', 'shoe', 'design', 'to', 'the', 'market', 'and', 'lost', 'offers', 'deals', 'that', 'sought', 'you', 'out', 'first', 'now', 'what', 'is', 'this', 'thing', 'with', 'the', 'jews', 'kanye']"
D144,"['i', 'feel', 'like', 'a', 'straight', 'lick', 'with', 'a', 'strange', 'fruit', 'stick', 'kanye', 'https', 't', 'co', 'qxo80huorg', 'https', 't', 'co', 'tvnrymbtsv']"
D145,"['please', 're', 'tweet', 'trending', 'news', 'breaking', 'news', 'truth', 'faith', 'love', 'heresy', 'falseprophets', 'kanye', 'kanyewest', 'ye', 'yeezy', 'sundayservice', 'nickfuentes', 'redmedia', 'paparazzi', 'global', 'debate', 'challenge', 'gospel', 'jesus', 'jesuschrist', 'god', 'bibletruthpodcast', 'https', 't', 'co', 'wtrixaryiq']"
D146,"['check', 'out', 'ismashed', 'by', 'phraze', 'spotify', 'youtube', 'applemusic', 'https', 't', 'co', 'al5oe2kfn1', 'ismashed', 'alternativefacts', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonce', 'jayz', 'taylorswift', 'jenniferlopez', 'kanye', 'amberrose', 'kimkardashian', 'cardib', 'brittanyspears', 'christinaaguilera', 'jen']"
D147,"['i', 'll', 'take', 'that', 'as', 'a', 'no', 'kanye', 'https', 't', 'co', '3ropgrs3ws']"
D148,"['kanye', 'west', 'digital', 'trading', 'cards', 'minting', 'is', 'live', 'etherscan', 'https', 't', 'co', 'mu9uxnx8o1', 'nft', 'nftcommunity', 'nftminting', 'nfts', 'trumpcard', 'trumpnft', 'kanye', 'kanyewest', 'kanyenft', 'https', 't', 'co', 'acah4oergq']"
D149,"['my', 'gop', 'nominee', 'reactions', 'desantis', 'trump', 'cruz', 'rubio', 'haley', 'pence', 'pompeo', 'noem', 'youngkin', 'christie', 'cheney', 'kanye', 'trump', 'trump2024', 'trump24', 'desantis', 'gop', 'usa', 'americafirst', 'america', 'politicslive', 'kanye', 'https', 't', 'co', '8cjcyoq3zm']"
D150,"['calling', 'it', 'now', 'kanye', 'will', 'launch', 'a', 'nft', 'project']"
D151,"['moongaadddd', 'abb', 'abbabb', 'abb', 'kanyestreams1', 'mikedean', 'made', 'the', 'beat', 'but', 'by', 'this', 'logic', 'u', 'could', 'say', 'that', 'about', 'any', 'kanye', 'beat']"
D152,"['check', 'out', 'my', 'new', 'video', 'hollowknight', 'youtube', 'gaming', 'kanye', 'subscribe', 'https', 't', 'co', 'jbrav7skjk', 'https', 't', 'co', 'jljm3ocmjp']"
D153,"['drake', 'killed', 'xxxtentacion', 'i', 'just', 'know', 'it', 'drake', 'x', 'murder', 'kill', 'kanye', 'kanyewest', 'fifaworldcup']"
D154,"['comedy', 'comedy', 'show', 'comedian', 'kanye', 'comediansofinstagram', 'eat', 'drink', 'laugh', 'ventura', 'venturacounty', 'santabarbara', 'losangelescomedy', 'showtime', 'entertainment', 'nightout', 'datenight', 'weekend', '805', '805events', 'dinnerandashow', 'dinneranddrinks', 'events', 'intsdail', 'standup', 'standupcomedy', 'https', 't', 'co', 'pmjdyev7iq']"
D155,"['it', 'depends', 'on', 'the', 'race', 'if', 'you', 'are', 'a', 'good', 'singer', 'or', 'not', 'like', 'americans', 'just', 'have', 'a', 'better', 'voice', 'than', 'like', 'mexicans', 'or', 'turkish', 'people', 'singer', 'race', 'mexicans', 'fifaworldcup', 'turkey', 'kanye']"
D156,"['mental', 'disease', 'helpful', 'in', 'attention', 'economy', 'it', 'seems', 'kanye2024', 'kanyewest', 'kanyeforpresident', 'viral', 'kanye', 'https', 't', 'co', 'yspayphsjk']"
D157,"['kanye', 'west', 'not', 'wanting', 'to', 'let', 'go', 'of', 'antisemitism', 'gets', 'himself', 'kicked', 'out', 'of', 'twitter', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'hotnews', 'elonmusk', 'kanye', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', 'odwbh60o4o']"
D158,"['i', 'm', 'done', 'with', 'jayz', 'amp', 'kanye', 'wiz', 'i', 'm', 'getting', 'on', 'people', 'that', 'are', 'still', 'smoking', 'weed', 'now', 'wizkhalifa']"
D159,"['if', 'you', 'want', 'to', 'do', 'something', 'just', 'think', 'to', 'yourself', 'what', 'would', 'ye', 'do', 'kanye', 'kanyewest', 'jew']"
D160,"['ai', 'text', 'to', 'image', 'generated', 'art', 'using', 'https', 't', 'co', 'h7p37ieue6', 'kanye', 'west', 'aiart', 'hiphopart', 'dreamstudio', 'aiartwork', 'aigenerated', 'aigeneratedart', 'ye', 'kanye', 'kanyewest', 'nft', 'digitalart', 'blackklansman', 'https', 't', 'co', 'dfpasd2beo']"
D161,"['trustedkicks', 'needs', 'to', 'listen', 'to', 'my', 'version', 'of', 'goodmorning', 'podcast', 'podchaser', 'minomornings', 'dobetter', 'elevate', 'letsgo', 'usa', 'chicago', 'kanye']"
D162,"['luckynu777', 'who', 'was', 'he', 'fighting', 'amp', 'exiling', 'again', 'kanye']"
D163,"['aaliyah', 'at', 'your', 'best', 'you', 'are', 'love', 'reaction', 'full', 'video', 'on', 'my', 'youtube', 'channel', 'talishasparkles', 'comedy', 'chicago', 'shortstory', 'fashion', 'gta', 'youtube', 'vlogs', 'asmr', 'trynottolaugh', 'reaction', '2022', 'invest', 'taylorswift', 'eminem', 'kanye', 'kardashians', 'aaliyah', 'atyourbest', 'letmeknow', 'https', 't', 'co', 'qwidr0nqwt']"
D164,"['to', 'fire', 'freespeech', 'kanye', 'ye', 'nextup', 'beat', 'producer', 'fire', 'arturia', 'https', 't', 'co', 'ch3b2sltrs']"
D165,"['elon', 'musk', 'suspending', 'kanye', 's', 'account', 'be', 'like', 'memelyxyz', 'hotnews', 'elonmusk', 'twitter', 'kanye', 'elonmeme', 'viralvideo', 'memely', 'd', 'https', 't', 'co', '5ftflbca71']"
D166,"['oh', 'hey', 'who', 'would', 'have', 'thought', 'kanye', 'and', 'nytimes', 'would', 'agree', 'https', 't', 'co', 'ov9hmebbte']"
D167,"['shnugent2', 'weisselbergers', 'all', 'of', 'this', 'i', 'raised', 'my', 'autistic', 'son', 'to', 'be', 'kind', 'caring', 'amp', 'compassionate', 'he', 'is', '24', 'amp', 'a', 'wonderful', 'human', 'being', 'elon', 'amp', 'kanye', 'are', 'megalomaniacal', 'malignant', 'narcissist', 'd', 'bags']"
D168,"['kanye', 'likes', 'being', 'sued', 'kanye', 'kanyewest', 'ye', 'donda', 'yeezy', 'https', 't', 'co', 'omihuajraj']"
D169,"['biniam98', 'terriblemaps', 'we', 'all', 'new', 'in', 'our', 'spirit', 'that', 'size', 'of', 'maps', 'mattered', 'to', 'the', 'oppressor', 'to', 'keep', 'people', 'mentally', 'oppressed', 'but', 'truth', 'will', 'prevail', 'ukrainerussiawar', 'strictly', 'twittergate', 'elon', 'twitterfiles', 'kanyewest', 'ye', 'kanye', 'blackfriday', 'israel', 'israeliapartheid', 'isralites', 'systematicracism', 'https', 't', 'co', 'get3qklgzp']"
D170,"['kanye', 'west', 'wondering', 'why', 'his', 'account', 'got', 'suspended', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'hotnews', 'kanye', 'elonmusk', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', 'qnbg3eitbt']"
D171,"['no', 'saints', 'the', 'label', 'nouv', 'prod', 'by', 'niseproductions', 'shot', 'by', 'visionar', 'https', 't', 'co', 'w9lxpohrhx', 'via', 'youtube', 'rihanna', 'beyonce', 'rowdyrebel', 'drake', 'hiphop', 'music', 'future', 'bennythebutcher', 'tems', 'kanye', 'jadakiss', 'brunomars', 'nas', 'diddy', 'djdrama', 'yogotti', 'glorilla', 'freeway']"
D172,"['listen', 'yeezy', 'dccortez', 'catchemcorty', 'is', 'tired', 'of', 'your', 'shit', 'https', 't', 'co', 'lnf8oem5sq', 'news', 'comedy', 'radio', 'music', 'podcast', 'kanye', 'klan', 'jewish', 'nazis', 'https', 't', 'co', 'j1icfwgs82']"
D173,"['listening', 'to', '808', 'and', 'heartbreak', 'and', 'wow', 'kanye', 'coldest', 'winter']"
D174,"['attacker', 'yells', 'kanye', '2024', 'during', 'antisemitic', 'assault', 'police', 'say', 'the', 'washington', 'post', 'https', 't', 'co', 'nsnmua64fe']"
D175,"['don', 't', 'trust', 'them', 'trust', 'a', 'local', 'lender', 'we', 'actually', 'care', 'and', 'out', 'names', 'are', 'on', 'the', 'line', 'they', 'don', 't', 'care', 'about', 'you', 'sorry', 'not', 'sorry', 'kanye', 'https', 't', 'co', 'rd8ocz0a7r']"
D176,"['we', 'waited', 'and', 'now', 'we', 'see', 'ye', 'yeezy', 'kanye', 'kanyewest', 'https', 't', 'co', 'uws1xys99m']"
D177,"['swept', 'them', 'up', 'r301', 'is', 'the', 'best', 'apex', 'apexlegends', 'apexmobile', 'twitter', 'america', 'media', 'memes', 'hockey', 'tmz', 'comedy', 'support', 'fomc', 'nft', 'meta', 'viral', 'trends', 'fifa', 'worldcup', 'podcast', 'funny', 'election', 'sale', 'national', 'kanye', 'holiday', 'deals', 'coin', 'happy', 'community', 'digital', 'https', 't', 'co', '5igbhddepk']"
D178,"['shouldn', 't', 'we', 'learn', 'from', 'history', 'kanye', 'kanye2024', 'kanyewest', 'kanyeforpresident', 'viral', 'kanye', 'https', 't', 'co', '8bkhu60hxr']"
D179,"['elon', 'has', 'taken', 'in', 'alot', 'to', 'put', 'him', 'but', 'memelyxyz', 'elonmusk', 'kanye', 'viralvideo', 'memely', 'd', 'https', 't', 'co', 'e54f2wkpav']"
D180,"['he', 'said', 'black', 'american', 'culture', 'is', 'similar', 'to', 'west', 'african', 'culture', 'amp', 'black', 'women', 'hurt', 'the', 'most', 'from', 'ba', 'culture', 'vivica', 'a', 'fox', 'destroys', 'kanyewest', 'over', 'this', 'https', 't', 'co', 'w7tpctgw1n', 'odj', 'vivica', 'kanye', 'feminism', 'securethetribe', 'blackwomen', 'blacktwitter', 'blameblackmen', 'black', 'men']"
D181,"['want', 'to', 'find', 'uncensored', 'information', 'https', 't', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 't', 'co', 'bdlyymtpcy']"
D182,"['the', 'bishop', 'un', 'chained', 'going', 'live', 'tonight', 'at', '9', '30pmest', 'this', 'is', 'one', 'you', 'don', 't', 'want', 'to', 'miss', 'visit', 'our', 'website', 'here', 'https', 't', 'co', 'jr06xs5pjc', 'like', 'share', 'amp', 'subscribe', 'to', 'iuic', 'oklahoma', 'on', 'youtube', 'oklahomacity', 'kanye', 'ye', 'jew', 'https', 't', 'co', 'bpu6iapvwu']"
D183,"['check', 'out', 'my', 'new', '1', 'of', '1', 'nfts', 'from', 'the', 'behind', 'the', 'scenes', 'collection', 'make', 'an', 'offer', 'https', 't', 'co', 'rnigr6ifsf', '1of1', '1of1s', 'hiphop', 'nftshill', 'nftphotography', 'nftcollectors', 'rap', 'nftfam', 'nfts', 'nftphotography', 'nas', 'nipsey', 'jcole', 'meganfox', 'kanye', 'macmiller', 'kardashian', 'opensea', 'jayz', 'https', 't', 'co', 'bvvpmtdoxz']"
D184,"['futurism', 'the', 'same', 'as', 'kanye']"
D185,"['the', 'bishop', 'un', 'chained', 'going', 'live', 'tonight', 'at', '9', '30pmest', 'this', 'is', 'one', 'you', 'don', 't', 'want', 'to', 'miss', 'we', 'fixxinfaces', 'streaming', 'on', 'facebook', 'youtube', 'and', 'iuictv', 'oklahomacity', 'kanye', 'ye', 'jew', 'jewish', 'antisemitic', 'antisemetism', 'instagram', 'explore', 'kanyewest', 'https', 't', 'co', 'qwxhgbumvs']"
D186,"['15dayswithkanye', 'people', 'are', 'quick', 'on', 'they', 'feet', 'for', 'the', 'moneygrab', 'why', 'do', 'we', 'need', 'kanye', 's', 'ex', 'bodyguard', 'telling', 'us', 'about', 'more', 'problematic', 'situations', 'we', 'are', 'well', 'aware', 'of', 'this', 'man', 's', 'outlandish', 'behavior', 'garbage']"
D187,"['when', 'kanye', 'hears', 'the', 'truth', 'from', 'elon', 'musk', 'kanye', 'elonmusk', 'memely', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', 'zwgyjjfjkr']"
D188,"['the', 'worse', 'thing', 'that', 'could', 'happen', 'to', 'kanye', 'is', 'the', 'destruction', 'of', 'his', 'legacy', 'by', 'his', 'own', 'hand']"
D189,"['what', 'has', 'been', 'one', 'of', 'k4s', 'ent', 'hflmag', 'cover', 'feature', 'rezasarrafieh', 'most', 'memorable', 'moments', 'working', 'at', 'rocnation', 'lilnasx', 'snohalegrah', 'djkhaled', 'rnb', 'hiphop', 'rocnation', 'vicmensa', 'jcole', 'kanye', 'hflmag', 'https', 't', 'co', 'hr63qxp0yj', 'https', 't', 'co', 'obxxztuja5']"
D190,"['listening', 'to', 'kanye', 'must', 'be', 'tough', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'twitter', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', 'bpq44dc97u']"
D191,"['kanye', 'west', 'trolling', 'suge', 'knight', 's', 'lawyer', 'kanye', 'kanyewest', 'ye', 'donda', 'yeezy', 'https', 't', 'co', 'h3sbfjwefr']"
D192,"['click', 'on', 'the', 'image', 'to', 'shop', 'at', 'https', 't', 'co', '5tspype5lb', 'with', 'discounted', 'prices', 'and', 'fast', 'amp', 'insured', 'worldwide', 'shipping', 'kanye', 'kanyewest', 'kanyeloves', 'kanyeweststyle', 'https', 't', 'co', 'uccpnpbry6']"
D193,"['kanye', 'west', 'quote', 'of', 'the', 'day', 'the', 'world', 'needs', 'more', 'joy', 'this', 'idea', 'is', 'super', 'fresh', 'kanye', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'https', 't', 'co', 'ce522xfyb0']"
D194,"['well', 'thats', 'just', 'horrible', 'to', 'watch', 'i', 'guess', 'kanye', 'wasnt', 'completely', 'wrong', 'https', 't', 'co', 'mqwckmqzpu']"
D195,"['women', 'aren', 't', 'the', 'problem', 'kanye', 'your', 'emotional', 'decision', 'making', 'is', 'w', 'milo', 'ibata', 'kanyewest', 'kanye', 'yeezy', 'kimkardashian', 'amberrose', 'https', 't', 'co', 'hhff95iwoz']"
D196,"['kanye', 's', 'chinese', 'version', 'of', 'elon', 'memelyxyz', 'hotnews', 'elonmusk', 'kanye', 'viralvideo', 'memely', 'd', 'https', 't', 'co', 'exdymx1th6']"
D197,"['everyone', 'knows', 'about', 'elon', 's', 'love', 'for', 'hitler', 'right', 'i', 'don', 't', 'get', 'why', 'you', 'would', 'still', 'be', 'on', 'twitter', 'if', 'you', 're', 'so', 'offended', 'by', 'kanye', 'https', 't', 'co', 'ayr40esdh8']"
D198,"['can', 'someone', 'explain', 'to', 'me', 'how', 'did', 'elonmusk', 'change', 'twitter', 'in', 'such', 'a', 'way', 'that', 'so', 'many', 'want', 'to', 'get', 'off', 'and', 'why', 'are', 'they', 'still', 'here', 'hatespeech', 'conspiracytheories', 'wasn', 't', 'that', 'before', 'and', 'the', 'stupid', 'narcissist', 'kanye', 'was', 'kicked', 'out', 'again', 'trump', 'doesn', 't', 'want', 'to', 'anymore']"
D199,"['what', 'kanye', 'west', 'saw', 'half', 'chinese', 'genetic', 'hybrid', 'of', 'elon', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'viralvideo', 'kanyememe', 'memely', 'd', 'https', 't', 'co', 'qwgfkmtfa5']"
D200,"['must', 'watch', 'ye', 'kanyewest', 'kanye', 'kyrieirving', 'hebrewisraelites', 'hebrew', 'sicarii', 'apttmh', 'all', 'praises', 'bring', 'it', 'out', 'plz', 'like', 'amp', 'share', 'https', 't', 'co', '8wnqgmhcvj', 'https', 't', 'co', 'pt5pka6khv']"
D201,"['kanye', 'wests', 'love', 'of', 'hitler', 'allegedly', 'goes', 'back', '20', 'years', 'https', 't', 'co', 'c31y2ksg7d', 'kanye', 'wests', 'love', 'of', 'hitler', 'allegedly', 'goes', 'back', 'years']"
D202,"['wack', '100', 'invites', 'kanye', 'ye', 'west', 'to', 'clubhouse', 'talks', 'mk', 'ultra', 'sacrifices', 'handlers', 'do', 'boys', 'more', 'https', 't', 'co', 'zc1kedxx0a', 'ye24', 'kanye', 'wack100', 'illuminati', 'conspiracytheories', 'awakening', 'ageofaquarius', 'clubhouse', 'clubhouseaudio', 'https', 't', 'co', 'opu8zikp5c']"
D203,"['the', 'world', 'wanted', 'a', 'new', 'kanye', 'for', 'christmas', 'but', 'that', 's', 'too', 'bad', 'cuz', 'i', 'm', 'already', 'the', 'first', '𝗛𝗮𝗵𝗮', '𝗝𝗲𝗻𝗸𝗶𝗻𝘀', 'https', 't', 'co', 'e3pqxxu2sc']"
